id,channel_sales,cons_12m,cons_gas_12m,cons_last_month,date_activ,date_end,date_modif_prod,date_renewal,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,origin_up,pow_max,churn
12dd0e4570771bffbe26db481c95e4bb,MISSING,19081,0,1256,1/12/2010,2/9/2016,2/5/2015,2/11/2015,1983.15,1256,0,131.45,0.11633,0.099441,40.606701,f,123.5,30.36,30.36,1,211.55,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,20.3,0
41c91452d93cf8abbd662943a552eb7d,MISSING,16716,0,2761,7/7/2011,7/7/2016,6/20/2015,7/9/2015,1672.63,2761,0,131.07,0.114603,0.098261,40.606701,f,271.1,21.37,21.37,1,196.51,5,ldkssxwpmemidmecebumciepifcamkci,27.71,0
1ebe4b3af4bdda2136de9cef108d53ff,foosdfpfkusacimwkcsosbicdxkicaua,24402,0,2550,11/27/2012,11/27/2016,11/1/2015,11/29/2015,2531.15,2550,0,143.46,0.115939,0.100823,40.606701,f,247.05,3.24,3.24,1,314.7,3,ldkssxwpmemidmecebumciepifcamkci,17.321,0
f80efce6347467c6e19974b207d5837d,MISSING,190812,0,14654,2/1/2008,2/1/2016,2/1/2008,2/2/2015,4862.66,4195,0,131.9,0.1169,0.100015,40.606701,f,424.24,149.76,149.76,1,428.13,8,ldkssxwpmemidmecebumciepifcamkci,100,0
38d111aba09d575d59d16b5dc5ecf2c1,foosdfpfkusacimwkcsosbicdxkicaua,1540,0,213,1/30/2012,1/30/2016,1/30/2012,2/9/2015,231.52,213,0,15.03,0.146694,0,44.31137796,f,31.48,34.68,34.68,1,23.77,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,0
0da05f7624ecccb9df5a2354341689f2,foosdfpfkusacimwkcsosbicdxkicaua,3775,0,331,3/9/2012,3/9/2016,3/9/2012,3/10/2015,570.76,331,0,14.95,0.146694,0,44.31137796,f,49.18,34.27,34.27,1,54.11,4,lxidpiddsbxsbosboudacockeimpuepw,15,0
caadfef848297eb2203c69e4aecd6763,foosdfpfkusacimwkcsosbicdxkicaua,904954,906652,95109,2/2/2010,2/2/2016,2/2/2010,2/3/2015,7338.28,14230,0,26.87,0.164051,0.086168,44.31137796,t,1451.38,25.68,25.68,2,700.67,6,lxidpiddsbxsbosboudacockeimpuepw,11.4,0
fa6f5e8b615f00b8d4d75ec75133777e,foosdfpfkusacimwkcsosbicdxkicaua,39090,42303,27101,6/14/2013,6/14/2016,11/1/2015,6/23/2015,3816.07,27101,0,83.23,0.164637,0.087381,44.31137796,t,2504.42,29.76,29.76,3,384.83,3,ldkssxwpmemidmecebumciepifcamkci,13.2,0
c9f75bd1a003294d3f8532a60e96f739,foosdfpfkusacimwkcsosbicdxkicaua,641891,21562,52312,7/11/2012,7/11/2016,6/18/2014,7/15/2015,7105.03,4140,0,0,0.114481,0.098142,40.606701,t,415.5,14.24,14.24,3,732.49,4,lxidpiddsbxsbosboudacockeimpuepw,29.7,0
45c29f77b0438ea7519c81e26422fb5b,foosdfpfkusacimwkcsosbicdxkicaua,1216,0,230,10/26/2010,10/25/2016,8/26/2015,10/28/2015,179.45,230,0,16.41,0.142881,0,46.30537836,f,33.14,28.76,28.76,1,14.43,5,lxidpiddsbxsbosboudacockeimpuepw,13.856,0
462e70ddb092fc7fbedb12c98d7cd18e,usilxuppasemubllopkaafesmlibmsdf,177468,30731,18124,10/8/2011,10/8/2016,9/18/2015,10/9/2015,3385.38,2804,0,129.72,0.115939,0.100823,40.606701,t,276.8,6.92,6.92,3,411.53,4,lxidpiddsbxsbosboudacockeimpuepw,20.785,0
52edeff84e23de3374a272cd075ff32e,foosdfpfkusacimwkcsosbicdxkicaua,488,0,50,6/8/2013,6/8/2016,11/1/2015,6/22/2015,73.27,50,0,7.12,0.145711,0,44.31137796,f,7.36,18.56,18.56,1,6.73,3,lxidpiddsbxsbosboudacockeimpuepw,11.4,0
85c1c25c1c85c48d822062e32fc7420a,lmkebamcaaclubfxadlmueccxoimlema,50997,0,5493,7/9/2012,7/8/2016,9/16/2013,7/9/2015,4292.44,5493,0,129.36,0.113323,0.096984,40.606701,f,541.62,17.74,17.74,1,417.62,4,lxidpiddsbxsbosboudacockeimpuepw,23.01,0
af2cd82c9e8b991d878c4f8cb56f7aa9,foosdfpfkusacimwkcsosbicdxkicaua,3124,0,296,4/30/2012,4/30/2016,4/30/2012,5/1/2015,469.78,296,0,14.11,0.145711,0,44.31137796,f,43.53,25.84,25.84,1,48.34,4,lxidpiddsbxsbosboudacockeimpuepw,12.5,0
9c2869f87c0d13a96c88e00d17c9774d,foosdfpfkusacimwkcsosbicdxkicaua,2396,0,221,1/3/2013,1/3/2017,1/3/2013,1/4/2016,575.92,221,0,18.32,0.237776,0,44.31137796,f,53.03,0,0,1,256.97,3,lxidpiddsbxsbosboudacockeimpuepw,12.5,0
f0b5be288d9d24de7bb9f59382f8bb02,MISSING,747,0,78,10/20/2009,10/20/2016,8/26/2015,10/22/2015,111.78,78,0,19.19,0.142881,0,46.30537836,f,11.28,21.52,21.52,1,9.34,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.35,0
597a7890e468e055a3a4c8377d35e537,foosdfpfkusacimwkcsosbicdxkicaua,5422,8871,272,12/28/2010,12/28/2016,11/1/2015,12/29/2015,594.43,272,0,14.32,0.144038,0,45.80687796,t,38.98,21.58,21.58,2,49.62,5,MISSING,13.856,0
403558f917c05808bf262bdc3bbd59c1,foosdfpfkusacimwkcsosbicdxkicaua,41064,0,2251,2/14/2012,10/31/2016,9/20/2015,11/1/2015,4539.11,2251,0,142.61,0.117486,0.100596,40.606701,f,221.22,81.16,81.16,1,257.58,4,ldkssxwpmemidmecebumciepifcamkci,60,0
551d895703db288c02dccd7338827898,lmkebamcaaclubfxadlmueccxoimlema,3495555,0,350657,8/10/2011,6/17/2016,6/17/2014,6/22/2015,3447.41,2380,0,145.29,0.115237,0.100123,40.606701,f,252.88,20.2,20.2,1,361.93,4,lxidpiddsbxsbosboudacockeimpuepw,22,0
49b23cc159122fc3275b8dcdd0e90065,lmkebamcaaclubfxadlmueccxoimlema,342276,0,31743,5/24/2010,5/24/2016,5/24/2010,5/29/2015,6258.59,5050,0,131.38,0.11691,0.100572,40.606701,f,485.57,22.62,22.62,1,688.83,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,33,0
f40110044c584c6002f027f5808eacea,foosdfpfkusacimwkcsosbicdxkicaua,9468,0,901,7/28/2011,7/28/2016,7/28/2011,7/29/2015,1217.4,901,0,16.32,0.16695,0.089695,44.31137796,f,115.62,19.48,19.48,1,112.13,5,lxidpiddsbxsbosboudacockeimpuepw,13.856,0
10d27ec1010d979970326551bc3bbbd9,MISSING,8339,0,2553,9/10/2009,9/10/2016,7/12/2015,9/11/2015,847.7,2553,0,16.52,0.161168,0.083911,44.31137796,f,238.5,10.08,10.08,1,72.36,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
afb554dfdd870ca164fd609520b913b3,foosdfpfkusacimwkcsosbicdxkicaua,2273,0,514,1/17/2012,12/24/2016,12/24/2014,12/26/2015,286.2,514,24,142,0.145677,0.125383,41.7698634,f,62.29,83.19,83.19,1,23.59,4,ldkssxwpmemidmecebumciepifcamkci,24.249,0
323c2a59b9c94283ded6971d7256e0bb,ewpakwlliwisiwduibdlfmalxowmwpci,7278,0,1659,4/17/2010,4/17/2016,4/17/2010,4/19/2015,1098.91,1659,0,18.62,0.146694,0,44.31137796,f,245.99,21.48,21.48,1,94.03,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.39,0
e787d39671ccbe8db56d1e703cb1ed0b,ewpakwlliwisiwduibdlfmalxowmwpci,3427,2520,397,4/5/2010,1/28/2016,11/18/2015,2/12/2014,641.4,326,24,14.28,0.186188,0,45.80687796,t,61.06,36.48,36.48,3,84.49,6,lxidpiddsbxsbosboudacockeimpuepw,10.392,0
94654b768198189f376d39c39f3a1d3c,foosdfpfkusacimwkcsosbicdxkicaua,15447,0,1763,2/15/2012,2/15/2016,2/15/2012,2/16/2015,57.84,49,0,130.32,0.102772,0.093731,58.99595196,f,4.17,0,0,1,8.61,4,lxidpiddsbxsbosboudacockeimpuepw,3.3,0
c1bed2d132c2573e564434052c9e61e6,foosdfpfkusacimwkcsosbicdxkicaua,40820,0,3650,6/4/2013,3/24/2016,3/24/2015,6/10/2014,3858.46,3650,0,130.67,0.111125,0.094787,40.606701,f,337.9,21.67,21.67,2,420.5,3,lxidpiddsbxsbosboudacockeimpuepw,16,0
dd579cd1bff9f10a84d47b6f80a4072c,usilxuppasemubllopkaafesmlibmsdf,12994,0,1648,12/28/2010,12/28/2016,11/16/2015,12/29/2015,1414.51,1648,0,122.68,0.111888,0.096772,40.606701,f,164.96,2.16,2.16,1,131.8,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,17.321,0
ebeeae6558a7047828f664d1acebd65a,MISSING,18187,0,1765,12/29/2009,12/29/2016,11/1/2015,12/30/2015,495.1,293,0,13.73,0.144038,0,45.80687796,f,42.45,23.36,23.36,1,43.36,6,lxidpiddsbxsbosboudacockeimpuepw,15,0
485ca0696f3cb63e03059c51386dd178,usilxuppasemubllopkaafesmlibmsdf,14070,0,1678,10/7/2011,11/9/2016,10/7/2011,11/10/2015,1447.08,1678,0,130.67,0.115237,0.100123,40.606701,f,163.45,5.4,5.4,1,161.5,4,lxidpiddsbxsbosboudacockeimpuepw,17.321,0
70c122e7976e45815ab7a0261de77ae3,lmkebamcaaclubfxadlmueccxoimlema,5282,0,504,5/11/2012,5/11/2016,4/29/2015,5/14/2015,478.32,504,0,131.41,0.114025,0.097683,40.606701,f,43.72,35.85,35.85,1,62.09,4,ldkssxwpmemidmecebumciepifcamkci,19.8,0
2ed115c576cd84f4618e85fe9727b238,foosdfpfkusacimwkcsosbicdxkicaua,20522,0,1256,2/3/2011,2/2/2016,2/3/2011,2/3/2015,1851.33,1256,0,146.5,0.102772,0.093731,58.99595196,f,111.32,0,0,1,214.38,5,lxidpiddsbxsbosboudacockeimpuepw,9.9,0
327aac5866baf2bfe6a14c359a515aa7,MISSING,181340,0,124257,12/2/2010,12/2/2016,12/2/2010,12/3/2015,212.04,200,0,132.51,0.116509,0.101397,41.2713642,f,19.7,32.28,32.28,1,26.27,5,ldkssxwpmemidmecebumciepifcamkci,17.25,1
0a03851f92204f89cfad40566cb259f7,usilxuppasemubllopkaafesmlibmsdf,5807,0,1296,6/25/2012,7/7/2016,7/7/2014,7/9/2015,858.25,1296,0,6.46,0.144902,0,44.31137796,f,190.24,16.2,16.2,1,78.97,4,lxidpiddsbxsbosboudacockeimpuepw,11.5,0
cf1dc02f3296662d56d07e0d7a8f7ec5,MISSING,35258,3152,6001,10/9/2009,8/11/2016,10/9/2009,8/13/2015,4996.31,5994,0,17.28,0.140621,0,44.31137796,t,854.11,12.84,12.84,2,364.52,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,12.1,0
806222933f8a1da9af7e733ff49be88c,MISSING,186485,0,7178,8/26/2009,8/26/2016,8/26/2009,8/27/2015,6007.21,7178,0,18.01,0.164057,0.086803,44.31137796,f,870.59,14.7,14.7,1,409,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,0
90423f66fd39770d5b3c38567f40a7fa,lmkebamcaaclubfxadlmueccxoimlema,4989,4601,1013,5/7/2010,4/3/2016,4/3/2014,4/4/2015,639.42,1013,0,16.33,0.165787,0.087903,44.31137796,t,125.41,24.3,24.3,4,59.97,6,lxidpiddsbxsbosboudacockeimpuepw,10.392,0
8b0043e42290a695e99fcfe09e9ef303,foosdfpfkusacimwkcsosbicdxkicaua,9120,0,1860,3/12/2012,2/29/2016,12/17/2015,3/9/2015,1326.22,1860,0,18.37,0.13802,0,44.31137796,f,259.14,37.56,37.56,1,131.27,4,lxidpiddsbxsbosboudacockeimpuepw,15,1
9a5fc631dbdf3e0bf9910d9b8cc80769,usilxuppasemubllopkaafesmlibmsdf,14813,0,1130,12/12/2011,12/12/2016,11/16/2015,12/14/2015,1549.77,1130,0,132.45,0.114202,0.099086,40.606701,f,112,3,3,1,166.23,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,23.1,0
a2a906f1cf12268abe6835534fff17fd,MISSING,3369,0,491,9/24/2009,9/24/2016,7/10/2015,9/25/2015,489.67,491,0,19.53,0.141434,0,44.31137796,f,70.09,10.03,10.03,1,42.22,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.35,0
4e12e7b44b5013e88fe8dce1e0980bd7,MISSING,1710,0,329,8/18/2009,8/18/2016,8/18/2009,8/19/2015,253.25,329,0,9.7,0.144902,0,44.31137796,f,48.19,13.68,13.68,1,17.73,6,lxidpiddsbxsbosboudacockeimpuepw,11.5,0
ae3c917aedcb7ad60f7792c66b7271ac,foosdfpfkusacimwkcsosbicdxkicaua,2392,0,285,4/12/2013,3/17/2016,3/17/2015,4/13/2014,329.44,285,30,129.6,0.161936,0.136336,41.1052014,f,38.97,69.24,69.24,2,15.77,3,lxidpiddsbxsbosboudacockeimpuepw,17.321,0
1e3ce97bd5b2694251d50c96a636a72e,foosdfpfkusacimwkcsosbicdxkicaua,11034,0,2332,9/13/2011,9/13/2016,7/11/2015,9/14/2015,1597.87,2332,0,17.64,0.141434,0,44.31137796,f,333.72,11.95,11.95,1,111.05,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,0
9f8441c798c38f0492d1fbe33cf6ccea,lmkebamcaaclubfxadlmueccxoimlema,3329244,867921,509826,11/2/2010,11/2/2016,11/2/2010,11/4/2015,5167.3,11919,0,131.4,0.112922,0.09781,40.606701,t,970.09,2.1,2.1,2,585.2,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,33,0
59bea752a5d1eedda4800de794e8c151,MISSING,2395,0,128,1/21/2010,1/21/2017,1/21/2010,1/22/2016,248.5,128,0,95.74,0.116902,0.100015,40.606701,f,12.85,49.32,49.32,1,26.05,6,lxidpiddsbxsbosboudacockeimpuepw,19.745,0
6b1f845fc151c920157774982b969674,lmkebamcaaclubfxadlmueccxoimlema,593702,0,55512,10/19/2010,10/19/2016,10/19/2010,10/20/2015,464.81,615,0,16.36,0.147506,0,46.30537836,f,91.49,21.64,21.64,1,43.69,5,ldkssxwpmemidmecebumciepifcamkci,10.392,0
baeb631d73c11db9edea1f925f810c8b,foosdfpfkusacimwkcsosbicdxkicaua,10229,0,1250,2/21/2013,2/21/2016,2/21/2013,2/24/2015,1139.53,1250,0,145.43,0.120372,0.103487,40.606701,f,130.25,33,33,1,137.52,3,lxidpiddsbxsbosboudacockeimpuepw,16.5,0
0b5c076d4d53d194261d197393037f49,MISSING,49048,0,4316,1/14/2009,2/10/2016,1/14/2009,2/11/2015,4964.84,4316,0,131.38,0.1169,0.100015,40.606701,f,419.9,29.64,29.64,1,540.48,7,ldkssxwpmemidmecebumciepifcamkci,19.8,0
55a94e63adfeb8a6fc0425fc1dab55c4,foosdfpfkusacimwkcsosbicdxkicaua,4618,6995,427,7/5/2012,7/5/2016,7/5/2012,7/8/2015,464.17,427,0,129.61,0.11691,0.100572,40.606701,t,42.92,21.66,21.66,2,59.47,4,lxidpiddsbxsbosboudacockeimpuepw,16,0
960a9c9a105a096059431a50c2fe2494,lmkebamcaaclubfxadlmueccxoimlema,85074,0,6271,1/28/2013,1/28/2016,1/28/2013,2/9/2015,8672.35,6271,0,129.33,0.1169,0.100015,40.606701,f,628.67,15,15,1,885.74,3,lxidpiddsbxsbosboudacockeimpuepw,15.001,0
c59b5f501103823bc49092d4ab4751a3,usilxuppasemubllopkaafesmlibmsdf,100815,0,10706,9/12/2011,9/12/2016,8/27/2015,9/13/2015,1824.97,1421,0,130.31,0.114603,0.098261,40.606701,f,130.67,9.94,9.94,1,214.1,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,20.78,0
4e7f4b1049f0bb3acb9922b2119a2bc2,foosdfpfkusacimwkcsosbicdxkicaua,5597,0,985,4/22/2013,4/22/2016,4/22/2013,4/23/2015,429.8,504,0,18.52,0.146694,0,44.31137796,f,74.81,30.98,30.98,1,43.74,3,lxidpiddsbxsbosboudacockeimpuepw,15,0
c8c9dab85091969fdde2951bda11612d,lmkebamcaaclubfxadlmueccxoimlema,16570,0,3123,10/8/2009,10/8/2016,10/8/2009,10/9/2015,1989.57,3123,0,16.21,0.164057,0.086803,44.31137796,f,375.68,8.8,8.8,1,136.98,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0
84651fb9e00ad5874be0d318f799af91,ewpakwlliwisiwduibdlfmalxowmwpci,10395,0,954,9/25/2012,11/3/2016,10/30/2015,11/4/2015,1460.1,954,25,131.12,0.145677,0.125383,41.2713642,f,123.56,50.25,50.25,1,103.84,3,ldkssxwpmemidmecebumciepifcamkci,23,0
4c535b20aaac05ad6d26e8b80630627c,MISSING,1691,0,129,10/1/2009,10/1/2016,10/1/2009,10/2/2015,169.18,129,0,131.9,0.115237,0.100123,41.2713642,f,12.64,29.92,29.92,1,19.69,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,15.001,0
a3fa4b6f77a279f1eca2336a84b67a07,foosdfpfkusacimwkcsosbicdxkicaua,85212,948012,13324,10/19/2009,10/19/2016,10/19/2009,10/20/2015,7749.39,6822,0,71.93,0.144631,0,44.31137796,t,995.12,10,10,2,575.08,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,15,0
6e8a6e3c39faf3e9d1cffcecb329e2ca,ewpakwlliwisiwduibdlfmalxowmwpci,19389,15125,1724,11/4/2011,11/3/2016,10/31/2015,11/4/2015,1338.4,1350,0,131.76,0.114667,0.099548,40.606701,t,130.76,5.46,5.46,2,151.67,4,ldkssxwpmemidmecebumciepifcamkci,17.25,0
2758fad51b3a076efacfde7af6672b59,MISSING,2882597,976731,382647,1/18/2010,1/18/2017,1/18/2010,1/19/2016,4808.12,8717,0,16.57,0.162033,0.084138,44.31137796,t,949.38,23.4,23.4,2,457.67,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,0
081d6d187c5e77af76ef9936bbe573db,foosdfpfkusacimwkcsosbicdxkicaua,7599,0,723,3/6/2013,5/5/2016,5/5/2014,5/6/2015,965.66,723,22,147.2,0.148299,0.125137,41.1052014,f,90.33,58.44,58.44,1,299.58,3,lxidpiddsbxsbosboudacockeimpuepw,16.5,0
7ef878e3b5a1c736ebb42668b3712d83,foosdfpfkusacimwkcsosbicdxkicaua,2077,0,153,11/6/2009,11/6/2016,11/6/2009,11/9/2015,220.31,153,0,129.96,0.115237,0.100123,41.2713642,f,15.34,28.98,28.98,1,21.47,6,lxidpiddsbxsbosboudacockeimpuepw,15.001,0
53b3ba959ec13583461fa89d7ab30b77,foosdfpfkusacimwkcsosbicdxkicaua,44226,0,2968,6/19/2012,6/19/2016,5/22/2015,6/23/2015,4483.01,2968,0,129.25,0.115761,0.099419,40.606701,f,290.47,27.44,27.44,1,544.46,4,lxidpiddsbxsbosboudacockeimpuepw,30,0
7f7f9601270912ef3459438c45223f4d,foosdfpfkusacimwkcsosbicdxkicaua,27509,0,2684,5/4/2010,5/4/2016,5/4/2010,5/5/2015,2747.2,2684,0,145.36,0.115174,0.098837,40.606701,f,265.54,31.56,31.56,2,287.25,6,lxidpiddsbxsbosboudacockeimpuepw,29.7,0
f831476f7a60f6f4f529e0e1bde692fe,lmkebamcaaclubfxadlmueccxoimlema,788287,0,59796,8/24/2009,2/22/2016,8/24/2009,2/23/2015,486.13,275,0,130.56,0.1169,0.100015,40.606701,f,27.44,47.52,47.52,1,51.99,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,19.04,0
bdd00a99c7708acce617038ca7329102,foosdfpfkusacimwkcsosbicdxkicaua,37078,1866,12161,2/7/2012,2/8/2016,10/25/2013,2/9/2015,3586.48,12161,0,120.29,0.1169,0.100015,40.606701,t,1122.56,29.64,29.64,2,368.07,4,lxidpiddsbxsbosboudacockeimpuepw,19.8,1
8016b4fe68b661e201b0eb6daafdbdeb,lmkebamcaaclubfxadlmueccxoimlema,132480,71916,14119,1/3/2011,4/12/2016,4/14/2015,4/13/2015,1941.3,2116,0,132.17,0.115761,0.099419,40.606701,t,207.03,29.64,29.64,3,233.27,5,ldkssxwpmemidmecebumciepifcamkci,19.8,1
d8e2b36c05d53b74c97b880258ba6097,foosdfpfkusacimwkcsosbicdxkicaua,3958,0,576,12/1/2011,1/18/2017,1/1/2016,12/2/2015,440.76,576,0,119.65,0.116509,0.101397,41.1052014,f,61.89,29.88,29.88,1,56.33,4,lxidpiddsbxsbosboudacockeimpuepw,11.951,0
0bfa413f58d92ac4f8eb86195d455152,foosdfpfkusacimwkcsosbicdxkicaua,15283,0,1710,1/25/2011,1/25/2017,1/25/2011,1/26/2016,360.18,329,0,145.79,0.1169,0.100015,40.606701,f,31.67,51.96,51.96,1,38.42,5,lxidpiddsbxsbosboudacockeimpuepw,20.785,0
f699a67004ef7985d32b79ea30bd1efe,foosdfpfkusacimwkcsosbicdxkicaua,7027,0,1204,1/4/2012,1/4/2017,11/16/2015,1/5/2016,863.82,1204,0,29.43,0.161169,0.08327,44.31137796,f,146.96,34.68,34.68,1,94.46,4,lxidpiddsbxsbosboudacockeimpuepw,13.86,0
b81531420468856b05ade39123426e2e,foosdfpfkusacimwkcsosbicdxkicaua,16890,17066,1901,8/15/2012,8/15/2016,7/11/2015,8/16/2015,1674.83,1870,0,129.62,0.115761,0.099419,40.606701,t,184.54,10.02,10.02,3,212.55,3,lxidpiddsbxsbosboudacockeimpuepw,16,0
6b1aec1e98c023b76f0dd25e460041a4,foosdfpfkusacimwkcsosbicdxkicaua,29302,59285,2471,7/7/2011,7/7/2016,6/17/2014,7/9/2015,3074.69,2471,0,121.08,0.11691,0.100572,40.606701,t,256.42,15.98,15.98,4,414.11,5,lxidpiddsbxsbosboudacockeimpuepw,20.785,0
7175859c7039170a5062a4ba76a2d99b,foosdfpfkusacimwkcsosbicdxkicaua,38840,0,3509,12/22/2011,12/22/2016,11/17/2014,12/23/2015,3886.34,3509,0,128.53,0.116509,0.101397,40.606701,f,350.04,1.96,1.96,1,506.36,4,lxidpiddsbxsbosboudacockeimpuepw,43.5,0
72858ebeb18aa604bf0d3193fcfea188,foosdfpfkusacimwkcsosbicdxkicaua,152100,5401,9646,3/4/2011,10/9/2016,10/9/2013,10/11/2015,557.62,204,0,0,0.144902,0,44.31137796,t,29.9,9.84,9.84,3,54.62,5,lxidpiddsbxsbosboudacockeimpuepw,13.15,0
ba8f323aa6dfe3b76245cdaf4f8966eb,MISSING,1712,0,461,9/4/2009,9/4/2016,7/11/2015,9/5/2015,250.29,461,0,18.01,0.141434,0,44.31137796,f,65.86,12.82,12.82,1,14.26,6,ldkssxwpmemidmecebumciepifcamkci,13.2,0
de64175e163134619a9b847544c824f5,MISSING,34358,1559,3529,11/20/2003,11/20/2016,10/31/2015,11/21/2015,3682.03,3529,0,142.74,0.114667,0.099548,40.606701,t,360.25,5.1,5.1,3,342.48,12,ldkssxwpmemidmecebumciepifcamkci,27.05,0
a2128ac99a0935cf0c9955f3b7e67692,lmkebamcaaclubfxadlmueccxoimlema,145515,0,14348,6/27/2011,6/27/2016,6/27/2011,7/8/2015,3986.98,3901,0,132.17,0.115174,0.098837,40.606701,f,386.86,31.64,31.64,1,452.71,5,ldkssxwpmemidmecebumciepifcamkci,34.5,0
85ac6f9c2e169ba1a58e5028807b35df,MISSING,2882597,976731,382647,2/2/2010,2/2/2016,2/2/2010,2/3/2015,889.69,996,0,132.11,0.1169,0.100015,40.606701,t,107.82,39.96,39.96,2,89.26,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,16,0
8bea5c9d147918904bd9bcdbc48ce887,foosdfpfkusacimwkcsosbicdxkicaua,17903,0,1581,12/17/2009,12/17/2016,12/17/2009,12/21/2015,1913.27,1581,0,131.76,0.115237,0.100123,40.606701,f,161.11,5.04,5.04,1,204.32,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,26.4,0
d578e4e4d31eff8ee38ca399d4b3d7e7,foosdfpfkusacimwkcsosbicdxkicaua,1981,0,357,2/6/2012,2/25/2016,12/17/2015,2/26/2015,376.18,357,28,0,0.186188,0,45.80687796,f,66.84,48.6,48.6,1,33.91,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,0
633510ded4d85696ff10db6bb2578ca7,foosdfpfkusacimwkcsosbicdxkicaua,11290,4176,1468,4/8/2013,5/4/2016,5/4/2015,4/13/2015,2090.52,1468,30,0,0.19923,0,45.80687796,t,295.48,31.41,31.41,4,135.35,3,lxidpiddsbxsbosboudacockeimpuepw,12.1,0
0fa58d08e1bacfdf128cb0218605f45f,foosdfpfkusacimwkcsosbicdxkicaua,3480,6689,488,3/19/2012,3/19/2016,3/19/2012,3/20/2015,413.7,488,0,17.92,0.146694,0,44.31137796,t,72.45,30.22,30.22,2,44.85,4,ldkssxwpmemidmecebumciepifcamkci,13.2,0
7c097037f0fc28e5801aa115d2b5fd9f,MISSING,28908,0,3231,12/23/2003,12/23/2016,11/17/2014,12/26/2015,3044.97,3231,0,131.77,0.115237,0.100123,40.606701,f,331.59,0.82,0.82,1,335.78,12,ldkssxwpmemidmecebumciepifcamkci,18.47,0
739f8372ee174f13bc71ec330a198561,foosdfpfkusacimwkcsosbicdxkicaua,12803,385233,1522,10/23/2012,11/12/2016,9/20/2015,11/13/2015,1505.25,1278,0,15.6,0.140508,0,44.31137796,t,181.75,6.15,6.15,2,105.08,3,lxidpiddsbxsbosboudacockeimpuepw,13.164,0
e41cd883f0d8cd23f1e39a85ed6e9b5a,MISSING,5229,0,954,12/29/2009,12/29/2016,11/1/2015,12/30/2015,778.39,954,0,18.37,0.144038,0,45.80687796,f,138.12,23.36,23.36,1,64.2,6,lxidpiddsbxsbosboudacockeimpuepw,15,0
614f4b490fd2b34026d40741b285233e,lmkebamcaaclubfxadlmueccxoimlema,22184,0,2349,1/24/2013,1/23/2017,12/17/2015,1/24/2016,2183.43,2349,0,143.61,0.12777,0.109399,40.606701,f,220.22,22.56,22.56,1,241.24,3,lxidpiddsbxsbosboudacockeimpuepw,15.1,0
c2c3b3d9bba9b284bccb8deed91bcbe7,usilxuppasemubllopkaafesmlibmsdf,9968,33491,1389,6/12/2013,6/12/2016,11/1/2015,6/23/2015,1482.9,1389,0,19.4,0.145711,0,44.31137796,t,205.02,19.28,19.28,2,141.31,3,lxidpiddsbxsbosboudacockeimpuepw,13.2,0
6d842265c803b49eceef99ed12e82626,ewpakwlliwisiwduibdlfmalxowmwpci,51694,4416,5572,1/9/2013,1/9/2017,1/9/2013,1/10/2016,3176.22,3779,0,18.86,0.143795,0,44.31137796,t,548.31,29.76,29.76,2,273,3,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,0
7525163cb1fd9c1482eeee73cf27cffb,foosdfpfkusacimwkcsosbicdxkicaua,9771,0,947,2/17/2012,2/26/2016,12/17/2015,2/27/2015,1852.12,947,28,18.27,0.186188,0,45.80687796,f,177.5,45.12,45.12,1,172.87,4,lxidpiddsbxsbosboudacockeimpuepw,15,0
28d6e36e663fa2d0b3a838caba4e8936,MISSING,3332,0,1255,2/6/2008,2/6/2016,2/5/2015,2/9/2015,336.77,1255,0,132.5,0.11633,0.099441,40.606701,f,125,43.92,43.92,1,10.84,8,ldkssxwpmemidmecebumciepifcamkci,17.57,0
